SCENARIO	default
META	hidden=3	empty=3	projects=codex,newest,agents,alpha,beta
DIR	agents	/work/agents
DIR	alpha	/work/alpha
DIR	beta	/work/beta
DIR	codex	/work/codex
DIR	delta	/work/delta
DIR	gamma	/work/gamma
DIR	newest	/work/newest
ROW	new-claude		New Claude chat	codex	/work/codex			0	0	0	0	2		0	0	0	0	0	0	0
ROW	new-codex		New Codex chat	codex	/work/codex			0	0	0	0	0		0	0	0	0	0	0	0
ROW	live-codex	cx-live	Codex Live	codex	/work/codex	cx-300-1-1	%3	300	8	1300	3700	0		0	0	0	0	0	1	0
ROW	resume-claude	resume	Resume	newest	/work/newest			100	4	1200	3800	1		0	0	0	0	0	0	0
ROW	agent	agent	Worker	agents	/work/agents	cc-400-1-1	%4	0	0	1100	3900	3		0	1	0	0	0	1	0
ROW	live-claude	pane	Pane Wins	alpha	/work/alpha	cc-200-1-1	%2	200	7	1000	4000	2		0	0	1	1	1	1	0
ROW	live-claude	live-socket	Socket Live	alpha	/work/alpha	cc-100-1-1	%1	100	5	900	4100	1		0	0	0	0	0	1	0
ROW	resume-codex	cx-resume	Codex Resume	beta	/work/beta			250	6	650	4350	0		0	0	0	0	0	0	0

SCENARIO	all
META	hidden=3	empty=3	projects=codex,newest,agents,alpha,beta,gamma,delta
DIR	agents	/work/agents
DIR	alpha	/work/alpha
DIR	beta	/work/beta
DIR	codex	/work/codex
DIR	delta	/work/delta
DIR	gamma	/work/gamma
DIR	newest	/work/newest
ROW	new-claude		New Claude chat	codex	/work/codex			0	0	0	0	2		0	0	0	0	0	0	0
ROW	new-codex		New Codex chat	codex	/work/codex			0	0	0	0	0		0	0	0	0	0	0	0
ROW	live-codex	cx-live	Codex Live	codex	/work/codex	cx-300-1-1	%3	300	8	1300	3700	0		0	0	0	0	0	1	0
ROW	resume-claude	resume	Resume	newest	/work/newest			100	4	1200	3800	1		0	0	0	0	0	0	0
ROW	agent	agent	Worker	agents	/work/agents	cc-400-1-1	%4	0	0	1100	3900	3		0	1	0	0	0	1	0
ROW	live-claude	pane	Pane Wins	alpha	/work/alpha	cc-200-1-1	%2	200	7	1000	4000	2		0	0	1	1	1	1	0
ROW	live-claude	live-socket	Socket Live	alpha	/work/alpha	cc-100-1-1	%1	100	5	900	4100	1		0	0	0	0	0	1	0
ROW	resume-claude	hidden	Hidden	beta	/work/beta			100	3	800	4200	1		1	0	0	0	0	0	0
ROW	resume-codex	cx-resume	Codex Resume	beta	/work/beta			250	6	650	4350	0		0	0	0	0	0	0	0
ROW	resume-claude	bg	BG Twin	beta	/work/beta			100	2	600	4400	1		0	1	0	0	0	0	0
ROW	resume-codex	cx-hidden	Codex Hidden	beta	/work/beta			150	2	550	4450	0		1	0	0	0	0	0	0
ROW	resume-claude	zero	Zero	beta	/work/beta			0	0	500	4500	1		0	0	0	0	0	0	0
ROW	resume-claude	grown	Grown Hidden	gamma	/work/gamma			100	5	700	4300	1		1	0	0	0	0	0	0
ROW	resume-claude	promptless	Promptless	delta	/work/delta			100	0	400	4600	1		0	0	0	0	0	0	0

SCENARIO	hidden
META	hidden=3	empty=3	projects=beta,gamma
DIR	agents	/work/agents
DIR	alpha	/work/alpha
DIR	beta	/work/beta
DIR	codex	/work/codex
DIR	delta	/work/delta
DIR	gamma	/work/gamma
DIR	newest	/work/newest
ROW	resume-claude	hidden	Hidden	beta	/work/beta			100	3	800	4200	1		1	0	0	0	0	0	0
ROW	resume-codex	cx-hidden	Codex Hidden	beta	/work/beta			150	2	550	4450	0		1	0	0	0	0	0	0
